Make,Model,Year,Engine Displacement,Cylinders,Transmission,Drivetrain,Vehicle Class,Fuel Type,Fuel Barrels/Year,City MPG,Highway MPG,Combined MPG,CO2 Emission Grams/Mile,Fuel Cost/Year
BMW,750i,2012,4.4,8.0,Automatic (S6),Rear-Wheel Drive,Large Cars,Premium,19.388823529411766,15,22,17,522.7647058823529,2400
BMW,750i xDrive,2012,4.4,8.0,Automatic (S6),All-Wheel Drive,Large Cars,Premium,20.600625,14,20,16,555.4375,2550
BMW,760Li,2012,6.0,12.0,Automatic (S8),Rear-Wheel Drive,Large Cars,Premium,21.974,13,19,15,592.4666666666667,2700
BMW,ActiveHybrid 5,2012,3.0,6.0,Automatic (S8),Rear-Wheel Drive,Midsize Cars,Premium,12.677307692307696,23,30,26,341.8076923076923,1550
BMW,ActiveHybrid 7,2012,4.4,8.0,Automatic (S8),Rear-Wheel Drive,Midsize Cars,Premium,16.4805,17,24,20,444.35,2000
BMW,ActiveHybrid 7L,2012,4.4,8.0,Automatic (S8),Rear-Wheel Drive,Large Cars,Premium,16.4805,17,24,20,444.35,2000
BMW,Alpina B7 LWB,2012,4.4,8.0,Automatic (S6),Rear-Wheel Drive,Large Cars,Premium,19.388823529411766,14,22,17,522.7647058823529,2400
BMW,Alpina B7 LWB xDrive,2012,4.4,8.0,Automatic (S6),All-Wheel Drive,Large Cars,Premium,20.600625,14,20,16,555.4375,2550
BMW,Alpina B7 SWB,2012,4.4,8.0,Automatic (S6),Rear-Wheel Drive,Large Cars,Premium,19.388823529411766,14,22,17,522.7647058823529,2400
BMW,Alpina B7 SWB xDrive,2012,4.4,8.0,Automatic (S6),All-Wheel Drive,Large Cars,Premium,20.600625,14,20,16,555.4375,2550
BMW,M3 Convertible,2012,4.0,8.0,Manual 6-spd,Rear-Wheel Drive,Subcompact Cars,Premium,20.600625,13,20,16,555.4375,2550
BMW,M3 Convertible,2012,4.0,8.0,Automatic (S7),Rear-Wheel Drive,Subcompact Cars,Premium,20.600625,14,20,16,555.4375,2550
BMW,M3 Coupe,2012,4.0,8.0,Manual 6-spd,Rear-Wheel Drive,Subcompact Cars,Premium,20.600625,14,20,16,555.4375,2550
BMW,M3 Coupe,2012,4.0,8.0,Automatic (S7),Rear-Wheel Drive,Subcompact Cars,Premium,20.600625,14,20,16,555.4375,2550
BMW,M6 Convertible,2012,4.4,8.0,Automatic (S7),Rear-Wheel Drive,Compact Cars,Premium,20.600625,14,20,16,555.4375,2550
BMW,X3 xDrive28i,2012,3.0,6.0,Automatic (S8),All-Wheel Drive,Sport Utility Vehicle - 4WD,Premium,15.695714285714288,19,25,21,423.19047619047615,1950
BMW,X3 xDrive35i,2012,3.0,6.0,Automatic (S8),All-Wheel Drive,Sport Utility Vehicle - 4WD,Premium,15.695714285714288,19,26,21,423.19047619047615,1950
BMW,X5 xDrive35d,2012,3.0,6.0,Automatic (S6),All-Wheel Drive,Sport Utility Vehicle - 4WD,Diesel,17.372045454545454,19,26,22,462.7272727272728,1650
BMW,X5 xDrive35i,2012,3.0,6.0,Automatic (S8),All-Wheel Drive,Sport Utility Vehicle - 4WD,Premium,17.347894736842107,16,23,19,467.73684210526324,2150
BMW,X5 xDrive50i,2012,4.4,8.0,Automatic (S8),All-Wheel Drive,Sport Utility Vehicle - 4WD,Premium,20.600625,14,20,16,555.4375,2550
BMW,X5 xDriveM,2012,4.4,8.0,Automatic (S6),All-Wheel Drive,Sport Utility Vehicle - 4WD,Premium,23.543571428571425,12,17,14,634.7857142857142,2900
BMW,X6 xDrive35i,2012,3.0,6.0,Automatic (S8),All-Wheel Drive,Sport Utility Vehicle - 4WD,Premium,17.347894736842107,16,23,19,467.73684210526324,2150
BMW,X6 xDrive50i,2012,4.4,8.0,Automatic (S8),All-Wheel Drive,Sport Utility Vehicle - 4WD,Premium,20.600625,14,20,16,555.4375,2550
BMW,X6 xDriveM,2012,4.4,8.0,Automatic (S6),All-Wheel Drive,Sport Utility Vehicle - 4WD,Premium,23.543571428571425,12,17,14,634.7857142857142,2900
BMW,Z4 sDrive28i,2012,2.0,4.0,Automatic 8-spd,Rear-Wheel Drive,Two Seaters,Premium,12.677307692307696,22,32,26,341.8076923076923,1550
BMW,Z4 sDrive28i,2012,2.0,4.0,Manual 6-spd,Rear-Wheel Drive,Two Seaters,Premium,12.207777777777775,23,34,27,329.1481481481481,1500
BMW,Z4 sDrive35i,2012,3.0,6.0,Manual 6-spd,Rear-Wheel Drive,Two Seaters,Premium,15.695714285714288,19,26,21,423.19047619047615,1950
BMW,Z4 sDrive35i,2012,3.0,6.0,Automatic (S7),Rear-Wheel Drive,Two Seaters,Premium,17.347894736842107,17,24,19,467.73684210526324,2150
BMW,Z4 sDrive35is,2012,3.0,6.0,Automatic (S7),Rear-Wheel Drive,Two Seaters,Premium,17.347894736842107,17,24,19,467.73684210526324,2150
Bentley,Continental Flying Spur,2012,6.0,12.0,Automatic (S6),All-Wheel Drive,Midsize Cars,Premium or E85,23.543571428571425,11,19,14,634.7857142857142,2900
Bentley,Continental GT,2012,6.0,12.0,Automatic (S6),All-Wheel Drive,Compact Cars,Premium or E85,23.543571428571425,12,19,14,634.7857142857142,2900
Bentley,Continental GTC,2012,6.0,12.0,Automatic (S6),All-Wheel Drive,Subcompact Cars,Premium or E85,23.543571428571425,11,19,14,634.7857142857142,2900
Bentley,Continental Supersports,2012,6.0,12.0,Automatic (S6),All-Wheel Drive,Two Seaters,Premium or E85,23.543571428571425,12,19,14,634.7857142857142,2900
Bentley,Continental Supersports Convertible,2012,6.0,12.0,Automatic (S6),All-Wheel Drive,Subcompact Cars,Premium or E85,23.543571428571425,12,19,14,634.7857142857142,2900
Bentley,Mulsanne,2012,6.8,8.0,Automatic (S8),Rear-Wheel Drive,Midsize Cars,Premium,25.354615384615393,11,18,13,683.6153846153846,3100
Bugatti,Veyron,2012,8.0,16.0,Automatic (S7),All-Wheel Drive,Two Seaters,Premium,32.961,8,15,10,888.7,4050
Buick,Enclave AWD,2012,3.6,6.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,18.311666666666667,16,22,18,493.72222222222223,1850
Buick,Enclave FWD,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,17.347894736842107,17,24,19,467.73684210526324,1750
Buick,LaCrosse,2012,3.6,6.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Gasoline or E85,15.695714285714288,17,27,21,423.19047619047615,1600
Buick,LaCrosse AWD,2012,3.6,6.0,Automatic (S6),All-Wheel Drive,Midsize Cars,Gasoline or E85,16.4805,16,26,20,444.35,1650
Buick,LaCrosse eAssist,2012,2.4,4.0,Auto(AV-S6),Front-Wheel Drive,Midsize Cars,Regular,11.365862068965518,25,36,29,306.44827586206895,1150
Buick,Regal,2012,2.0,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Gasoline or E85,14.98227272727273,18,29,22,403.95454545454544,1500
Buick,Regal,2012,2.0,4.0,Manual 6-spd,Front-Wheel Drive,Midsize Cars,Gasoline or E85,13.73375,20,32,24,370.29166666666674,1400
Buick,Regal,2012,2.0,4.0,Manual 6-spd,Front-Wheel Drive,Midsize Cars,Regular,14.98227272727273,19,27,22,403.95454545454544,1500
Buick,Regal,2012,2.4,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Gasoline or E85,14.330869565217393,19,31,23,386.39130434782606,1450
Buick,Regal,2012,2.4,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Regular,14.330869565217393,19,31,23,386.39130434782606,1450
Buick,Regal,2012,2.0,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Regular,14.98227272727273,19,27,22,403.95454545454544,1500
Buick,Regal eAssist,2012,2.4,4.0,Auto(AV-S6),Front-Wheel Drive,Midsize Cars,Regular,11.365862068965518,25,36,29,306.44827586206895,1150
Buick,Verano,2012,2.4,4.0,Automatic (S6),Front-Wheel Drive,Compact Cars,Gasoline or E85,13.1844,21,32,25,355.48,1350
Cadillac,CTS,2012,3.6,6.0,Automatic (S6),Rear-Wheel Drive,Midsize Cars,Regular,15.695714285714288,18,27,21,423.19047619047615,1600
Cadillac,CTS,2012,6.2,8.0,Automatic (S6),Rear-Wheel Drive,Midsize Cars,Premium,23.543571428571425,12,18,14,634.7857142857142,2900
Cadillac,CTS,2012,6.2,8.0,Manual 6-spd,Rear-Wheel Drive,Midsize Cars,Premium,20.600625,14,19,16,555.4375,2550
Cadillac,CTS,2012,3.6,6.0,Manual 6-spd,Rear-Wheel Drive,Midsize Cars,Regular,17.347894736842107,16,26,19,467.73684210526324,1750
Cadillac,CTS,2012,3.0,6.0,Automatic (S6),Rear-Wheel Drive,Midsize Cars,Regular,14.98227272727273,18,27,22,403.95454545454544,1500
Cadillac,CTS AWD,2012,3.0,6.0,Automatic (S6),All-Wheel Drive,Midsize Cars,Regular,15.695714285714288,18,26,21,423.19047619047615,1600
Cadillac,CTS AWD,2012,3.6,6.0,Automatic (S6),All-Wheel Drive,Midsize Cars,Regular,15.695714285714288,18,27,21,423.19047619047615,1600
Cadillac,CTS Wagon,2012,3.6,6.0,Automatic (S6),Rear-Wheel Drive,Small Station Wagons,Regular,15.695714285714288,18,26,21,423.19047619047615,1600
Cadillac,CTS Wagon,2012,6.2,8.0,Automatic (S6),Rear-Wheel Drive,Small Station Wagons,Premium,23.543571428571425,12,18,14,634.7857142857142,2900
Cadillac,CTS Wagon,2012,6.2,8.0,Manual 6-spd,Rear-Wheel Drive,Small Station Wagons,Premium,20.600625,14,19,16,555.4375,2550
